mean_ranks,created_at,loss,train_loss,epoch
1318.7000732421875,2022-04-15 09:53:43.349676,,,
1095.2000732421875,2022-04-15 09:53:43.391509,,,
1151.550048828125,2022-04-15 09:53:43.434518,,,
1208.300048828125,2022-04-15 09:53:43.475959,,,
926.9500122070312,2022-04-15 09:53:43.517291,,,
1548.8499755859375,2022-04-15 09:53:43.557843,,,
1191.75,2022-04-15 09:53:43.598300,,,
1365.4500732421875,2022-04-15 09:53:43.640711,,,
1362.0999755859375,2022-04-15 09:53:43.681299,,,
1526.3499755859375,2022-04-15 09:53:43.722085,,,
984.8500366210938,2022-04-15 09:53:43.764633,,,
1204.75,2022-04-15 09:53:43.806915,,,
1010.0499877929688,2022-04-15 09:53:43.849373,,,
751.25,2022-04-15 09:53:43.891489,,,
835.8500366210938,2022-04-15 09:53:43.932992,,,
733.7000122070312,2022-04-15 09:53:43.974299,,,
1648.25,2022-04-15 09:53:44.016594,,,
1380.9500732421875,2022-04-15 09:53:44.058395,,,
785.7000122070312,2022-04-15 09:53:44.100361,,,
941.4000244140625,2022-04-15 09:53:44.142407,,,
1668.050048828125,2022-04-15 09:53:44.184512,,,
1718.0,2022-04-15 09:53:44.227247,,,
755.0,2022-04-15 09:53:44.275300,,,
1380.4000244140625,2022-04-15 09:53:44.316978,,,
833.9000244140625,2022-04-15 09:53:44.358917,,,
559.9000244140625,2022-04-15 09:53:44.401179,,,
1203.0,2022-04-15 09:53:44.443071,,,
1471.7000732421875,2022-04-15 09:53:44.484793,,,
1563.4000244140625,2022-04-15 09:53:44.527379,,,
1150.6500244140625,2022-04-15 09:53:44.569070,,,
1114.6500244140625,2022-04-15 09:53:44.611649,,,
665.0499877929688,2022-04-15 09:53:44.654391,,,
2564.199951171875,2022-04-15 09:53:44.695444,,,
1840.0,2022-04-15 09:53:44.736253,,,
1568.5,2022-04-15 09:53:44.778191,,,
1089.0,2022-04-15 09:53:44.820453,,,
832.2999877929688,2022-04-15 09:53:44.863556,,,
1285.5,2022-04-15 09:53:44.905148,,,
915.7000122070312,2022-04-15 09:53:44.946890,,,
1379.050048828125,2022-04-15 09:53:44.988131,,,
974.2000122070312,2022-04-15 09:53:45.031039,,,
639.7000122070312,2022-04-15 09:53:45.072351,,,
759.5,2022-04-15 09:53:45.113801,,,
821.6000366210938,2022-04-15 09:53:45.155718,,,
2282.050048828125,2022-04-15 09:53:45.197363,,,
907.1000366210938,2022-04-15 09:53:45.239593,,,
1359.9500732421875,2022-04-15 09:53:45.287758,,,
1278.9500732421875,2022-04-15 09:53:45.329280,,,
1584.9000244140625,2022-04-15 09:53:45.371690,,,
1961.5,2022-04-15 09:53:45.416868,,,
1334.3499755859375,2022-04-15 09:53:45.458498,,,
1669.8499755859375,2022-04-15 09:53:45.499755,,,
1487.0,2022-04-15 09:53:45.544037,,,
669.2999877929688,2022-04-15 09:53:45.586137,,,
1608.7000732421875,2022-04-15 09:53:45.627741,,,
1134.8499755859375,2022-04-15 09:53:45.669917,,,
936.7999877929688,2022-04-15 09:53:45.711453,,,
1333.7000732421875,2022-04-15 09:53:45.752492,,,
1472.5999755859375,2022-04-15 09:53:45.794292,,,
904.7000122070312,2022-04-15 09:53:45.835313,,,
1262.1500244140625,2022-04-15 09:53:45.877292,,,
2002.7000732421875,2022-04-15 09:53:45.919401,,,
851.0,2022-04-15 09:53:45.960836,,,
1340.550048828125,2022-04-15 09:53:46.001916,,,
1503.3499755859375,2022-04-15 09:53:46.043994,,,
1166.5,2022-04-15 09:53:46.084999,,,
1798.050048828125,2022-04-15 09:53:46.126169,,,
1582.9000244140625,2022-04-15 09:53:46.167838,,,
1386.75,2022-04-15 09:53:46.209561,,,
2012.3499755859375,2022-04-15 09:53:46.250569,,,
987.5499877929688,2022-04-15 09:53:46.293495,,,
611.6500244140625,2022-04-15 09:53:46.335837,,,
553.4000244140625,2022-04-15 09:53:46.377881,,,
1082.4000244140625,2022-04-15 09:53:46.421297,,,
559.1000366210938,2022-04-15 09:53:46.463426,,,
1125.2000732421875,2022-04-15 09:53:46.506216,,,
1218.300048828125,2022-04-15 09:53:46.549838,,,
1093.7000732421875,2022-04-15 09:53:46.592156,,,
1582.0999755859375,2022-04-15 09:53:46.635289,,,
1822.25,2022-04-15 09:53:46.690011,,,
564.75,2022-04-15 09:53:46.733127,,,
806.3500366210938,2022-04-15 09:53:46.774997,,,
1271.1500244140625,2022-04-15 09:53:46.817639,,,
1042.0,2022-04-15 09:53:46.861243,,,
958.5,2022-04-15 09:53:46.903292,,,
1513.5999755859375,2022-04-15 09:53:46.945881,,,
709.6500244140625,2022-04-15 09:53:46.987864,,,
2165.650146484375,2022-04-15 09:53:47.029716,,,
1561.5999755859375,2022-04-15 09:53:47.072369,,,
1032.0,2022-04-15 09:53:47.114350,,,
1148.9000244140625,2022-04-15 09:53:47.156392,,,
1171.5999755859375,2022-04-15 09:53:47.199500,,,
1472.800048828125,2022-04-15 09:53:47.241618,,,
772.0499877929688,2022-04-15 09:53:47.283852,,,
2089.0,2022-04-15 09:53:47.332726,,,
1158.8499755859375,2022-04-15 09:53:47.375015,,,
802.0499877929688,2022-04-15 09:53:47.417663,,,
770.75,2022-04-15 09:53:47.460481,,,
1045.1500244140625,2022-04-15 09:53:47.502733,,,
761.5499877929688,2022-04-15 09:53:47.551257,,,
1276.9000244140625,2022-04-15 09:53:47.593944,,,
1321.75,2022-04-15 09:53:47.636506,,,
1241.25,2022-04-15 09:53:47.678725,,,
422.8000183105469,2022-04-15 09:53:47.723849,,,
981.1000366210938,2022-04-15 09:53:47.765817,,,
923.1500244140625,2022-04-15 09:53:47.807573,,,
1045.050048828125,2022-04-15 09:53:47.849883,,,
565.5,2022-04-15 09:53:47.892226,,,
1603.300048828125,2022-04-15 09:53:47.934744,,,
1105.9500732421875,2022-04-15 09:53:47.977544,,,
1327.1500244140625,2022-04-15 09:53:48.019929,,,
1173.050048828125,2022-04-15 09:53:48.062361,,,
1293.3499755859375,2022-04-15 09:53:48.104650,,,
1507.0999755859375,2022-04-15 09:53:48.146756,,,
670.4500122070312,2022-04-15 09:53:48.188767,,,
962.9500122070312,2022-04-15 09:53:48.231493,,,
1155.800048828125,2022-04-15 09:53:48.273794,,,
1075.2000732421875,2022-04-15 09:53:48.316651,,,
697.5,2022-04-15 09:53:48.367070,,,
1037.9000244140625,2022-04-15 09:53:48.409527,,,
2221.25,2022-04-15 09:53:48.452141,,,
894.1000366210938,2022-04-15 09:53:48.494589,,,
1024.550048828125,2022-04-15 09:53:48.536296,,,
1423.4000244140625,2022-04-15 09:53:48.577509,,,
683.7999877929688,2022-04-15 09:53:48.619935,,,
1070.6500244140625,2022-04-15 09:53:48.661782,,,
1146.1500244140625,2022-04-15 09:53:48.703777,,,
839.2000122070312,2022-04-15 09:53:48.745879,,,
888.5499877929688,2022-04-15 09:53:48.787336,,,
583.1500244140625,2022-04-15 09:53:48.829065,,,
2472.900146484375,2022-04-15 09:53:48.871074,,,
1170.25,2022-04-15 09:53:48.911964,,,
1492.75,2022-04-15 09:53:48.954322,,,
1196.800048828125,2022-04-15 09:53:48.996737,,,
1178.25,2022-04-15 09:53:49.038296,,,
