mean_ranks,created_at,loss,train_loss,epoch
441.25,2022-04-22 15:38:17.491390,,,
,2022-04-22 15:38:18.318431,"tensor(16.7494, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.7494, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:18.393463,,16.74942398071289,1.0
,2022-04-22 15:38:19.114152,"tensor(18.5356, device='cuda:0', grad_fn=<AddBackward0>)","tensor(18.5356, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:19.893843,"tensor(17.3498, device='cuda:0', grad_fn=<AddBackward0>)","tensor(17.3498, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:20.649986,"tensor(16.2593, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.2593, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:21.420273,"tensor(16.5506, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.5506, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:22.173164,"tensor(17.2093, device='cuda:0', grad_fn=<AddBackward0>)","tensor(17.2093, device='cuda:0', grad_fn=<AddBackward0>)",
467.70001220703125,2022-04-22 15:38:22.283980,,,
550.7000122070312,2022-04-22 15:38:22.310499,,,
471.5,2022-04-22 15:38:22.336370,,,
1593.550048828125,2022-04-22 15:38:22.362061,,,
1171.0,2022-04-22 15:38:22.389641,,,
444.95001220703125,2022-04-22 15:38:22.416623,,,
1071.0,2022-04-22 15:38:22.443163,,,
1023.7999877929688,2022-04-22 15:38:22.471220,,,
1161.5999755859375,2022-04-22 15:38:22.504485,,,
1938.050048828125,2022-04-22 15:38:22.531094,,,
797.0499877929688,2022-04-22 15:38:22.557627,,,
906.7999877929688,2022-04-22 15:38:22.584107,,,
1252.2000732421875,2022-04-22 15:38:22.611761,,,
1708.8499755859375,2022-04-22 15:38:22.637781,,,
12.0,2022-04-22 15:38:22.664373,,,
1609.550048828125,2022-04-22 15:38:22.691027,,,
780.0,2022-04-22 15:38:22.719211,,,
1535.25,2022-04-22 15:38:22.745497,,,
2228.5,2022-04-22 15:38:22.772303,,,
2323.400146484375,2022-04-22 15:38:22.798695,,,
592.3500366210938,2022-04-22 15:38:22.825572,,,
1795.550048828125,2022-04-22 15:38:22.854422,,,
1249.4000244140625,2022-04-22 15:38:22.880780,,,
1198.0999755859375,2022-04-22 15:38:22.907012,,,
1567.9500732421875,2022-04-22 15:38:22.939177,,,
647.5499877929688,2022-04-22 15:38:22.965697,,,
2121.5,2022-04-22 15:38:22.991813,,,
467.0500183105469,2022-04-22 15:38:23.018753,,,
2307.550048828125,2022-04-22 15:38:23.046111,,,
1287.25,2022-04-22 15:38:23.072938,,,
586.25,2022-04-22 15:38:23.098959,,,
917.6500244140625,2022-04-22 15:38:23.125643,,,
809.5714721679688,2022-04-22 15:38:23.147658,,,
,2022-04-22 15:38:23.150024,,,1.0
,2022-04-22 15:38:23.935074,"tensor(16.8149, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.8149, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:24.007722,,16.81494903564453,2.0
,2022-04-22 15:38:24.705947,"tensor(16.9839, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.9839, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:25.475073,"tensor(16.9256, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.9256, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:26.266376,"tensor(17.0363, device='cuda:0', grad_fn=<AddBackward0>)","tensor(17.0363, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:27.039792,"tensor(17.7975, device='cuda:0', grad_fn=<AddBackward0>)","tensor(17.7975, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:27.799127,"tensor(16.6423, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.6423, device='cuda:0', grad_fn=<AddBackward0>)",
437.75,2022-04-22 15:38:27.909936,,,
557.8500366210938,2022-04-22 15:38:27.936710,,,
469.0,2022-04-22 15:38:27.961951,,,
1590.5999755859375,2022-04-22 15:38:27.985966,,,
1139.550048828125,2022-04-22 15:38:28.010303,,,
439.5500183105469,2022-04-22 15:38:28.037328,,,
1121.3499755859375,2022-04-22 15:38:28.063281,,,
1026.0999755859375,2022-04-22 15:38:28.087978,,,
1164.2000732421875,2022-04-22 15:38:28.112500,,,
1940.3499755859375,2022-04-22 15:38:28.136751,,,
798.9000244140625,2022-04-22 15:38:28.160840,,,
824.0499877929688,2022-04-22 15:38:28.185463,,,
1257.050048828125,2022-04-22 15:38:28.210401,,,
1701.9500732421875,2022-04-22 15:38:28.235525,,,
11.800000190734863,2022-04-22 15:38:28.260659,,,
1586.5999755859375,2022-04-22 15:38:28.285386,,,
756.8500366210938,2022-04-22 15:38:28.310815,,,
1538.6500244140625,2022-04-22 15:38:28.335990,,,
2212.400146484375,2022-04-22 15:38:28.361953,,,
2335.050048828125,2022-04-22 15:38:28.387214,,,
593.1500244140625,2022-04-22 15:38:28.417590,,,
1796.0999755859375,2022-04-22 15:38:28.443901,,,
1250.3499755859375,2022-04-22 15:38:28.468916,,,
1148.4500732421875,2022-04-22 15:38:28.493999,,,
1564.800048828125,2022-04-22 15:38:28.518543,,,
650.2000122070312,2022-04-22 15:38:28.543935,,,
2117.85009765625,2022-04-22 15:38:28.569194,,,
459.1000061035156,2022-04-22 15:38:28.594022,,,
2310.25,2022-04-22 15:38:28.619034,,,
1296.6500244140625,2022-04-22 15:38:28.644291,,,
587.5,2022-04-22 15:38:28.669628,,,
906.9500122070312,2022-04-22 15:38:28.694705,,,
807.4285888671875,2022-04-22 15:38:28.715825,,,
,2022-04-22 15:38:28.716705,,,2.0
,2022-04-22 15:38:29.534044,"tensor(15.8676, device='cuda:0', grad_fn=<AddBackward0>)","tensor(15.8676, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:29.597680,,15.867630004882812,3.0
,2022-04-22 15:38:30.325330,"tensor(17.4654, device='cuda:0', grad_fn=<AddBackward0>)","tensor(17.4654, device='cuda:0', grad_fn=<AddBackward0>)",
,2022-04-22 15:38:31.120243,"tensor(16.5976, device='cuda:0', grad_fn=<AddBackward0>)","tensor(16.5976, device='cuda:0', grad_fn=<AddBackward0>)",
